text,model,type,origin
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
EFD ICMS IPI número do recibo
Identificação do sujeito passivo [CNPJ]
Recibo de entrega de Escrituração Fiscal Digital
Período de apuração [DATE] a [DATE]
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Documento de Arrecadação de Receitas Federais
Ministério da Fazenda Secretaria da Receita Federal do Brasil
DARF código da receita 2089
Código de barras 85640000001234567890123456789012345678901234",DARF,GuiaPagamento,synthetic
"As partes acima identificadas têm entre si justo e contratado
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
1dentificação do sujeito passivo [CNPJ]
Contrato de prestação de serviços c1áusu1a primeira
Código de barras 85640000001234567890123456789012345678901234",Desconhecido,Desconhecido,synthetic
"Período de apuração [DATE] a [DATE]
Contribuição previdenciária C0NTRPREV
Vencimento [DATE] va1or tota1 [MONEY]
1RRF - Rendimento do traba1ho assa1ariado DCTFWeb
Documento de Arrecadação de Receitas Federais
1dentificação do sujeito passivo [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Demonstrativo de Resultado
Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstração de Resultado",DREMensal,Relatorio,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Demonstração de Resultado
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstrativo de Resultado",DREMensal,Relatorio,synthetic
"Contribuição previdenciária CONTRPREV
Documento de Arrecadação de Receitas Federais
IRRF - Rendimento do trabalho assalariado DCTFWeb
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
EFD ICMS IPI número do recibo
Sistema Público de Escrituração Digital SPED
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]",SPEDFiscal,Recibo,synthetic
"IRRF - Rendimento do trabalho assalariado DCTFWeb
Documento de Arrecadação de Receitas Federais
Contribuição previdenciária CONTRPREV
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]",DCTFWEB,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de Arrecadação - GA
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Guia de Arrecadação
Estado do Rio Grande Do Sul",GARS,GuiaPagamento,synthetic
"Estado do Rio Grande Do Sul
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de Arrecadação
Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação - GA
Autenticação bancária 00000.00000 11111.111111 22222.222222",GARS,GuiaPagamento,synthetic
"Guia de Arrecadação
1dentificação do sujeito passivo [CNPJ]
Guia de Arrecadação - GA
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Estado do Rio Grande Do 5u1",GARS,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Sistema Público de Escrituração Digital SPED
Código de barras 85640000001234567890123456789012345678901234
EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital",SPEDFiscal,Recibo,synthetic
"Guia de recolhimento municipal
Prefeitura de Porto Alegre
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
ISSQN Imposto Sobre Serviços de Qualquer Natureza",ISSPoa,GuiaPagamento,synthetic
"Estado do Rio Grande Do Sul
Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação - GA
Guia de Arrecadação
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GARS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Sistema Público de Escrituração Digital SPED
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital",SPEDFiscal,Recibo,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Prefeitura de Porto Alegre
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Guia de recolhimento municipal
Vencimento [DATE] valor total [MONEY]
ISSQN Imposto Sobre Serviços de Qualquer Natureza",ISSPoa,GuiaPagamento,synthetic
"EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Período de apuração [DATE] a [DATE]
Quantidade 10 unidades descrição material de escritório
Autenticação bancária 00000.00000 11111.111111 22222.222222
Pedido de compra ordem 4521",Desconhecido,Desconhecido,synthetic
"Sindicato dos empregados contribuição confederativa
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Boleto de contribuição assistencial
Cedente sindicato código do beneficiário
Autenticação bancária 00000.00000 11111.111111 22222.222222",BoletoSindicato,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Demonstração de Resultado
Demonstrativo de Resultado
Período de apuração [DATE] a [DATE]",DREMensal,Relatorio,synthetic
"Vencimento [DATE] valor total [MONEY]
Boleto de contribuição assistencial
Sindicato dos empregados contribuição confederativa
Cedente sindicato código do beneficiário
Período de apuração [DATE] a [DATE]",BoletoSindicato,GuiaPagamento,synthetic
"1dentificação do sujeito passivo [CNPJ]
Receita Federa1 do Brasi1 DA5
Programa Gerador do DA5
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] va1or tota1 [MONEY]
Documento de Arrecadação do 5imp1es Naciona1",SimplesNacional,GuiaPagamento,synthetic
"Cedente sindicato código do beneficiário
Boleto de contribuição assistencial
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Ata de reunião pauta 1 aprovação das contas
Código de barras 85640000001234567890123456789012345678901234
Presentes os sócios na sede da sociedade
Autenticação bancária 00000.00000 11111.111111 22222.222222",Desconhecido,Desconhecido,synthetic
"Ministério da Previdência Social
INSS Guia da Previdência Social GPS
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Código de pagamento 2100",GuiaGPS,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Adiantamento Salarial
Declaro ter recebido a importância líquida
Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222",Contracheque,Recibo,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Receita Federal do Brasil DAS
Identificação do sujeito passivo [CNPJ]
Documento de Arrecadação do Simples Nacional
Código de barras 85640000001234567890123456789012345678901234
Programa Gerador do DAS",SimplesNacional,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Sindicato dos empregados contribuição confederativa
Período de apuração [DATE] a [DATE]
Boleto de contribuição assistencial
Cedente sindicato código do beneficiário
Vencimento [DATE] valor total [MONEY]",BoletoSindicato,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação
Estado do Rio Grande Do Sul
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Guia de Arrecadação - GA",GARS,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Sistema Público de Escrituração Digital SPED
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Recibo de entrega de Escrituração Fiscal Digital
EFD ICMS IPI número do recibo",SPEDFiscal,Recibo,synthetic
"Demonstrativo de Resultado
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstração de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234",DREMensal,Relatorio,synthetic
"Presentes os sócios na sede da sociedade
Ata de reunião pauta 1 aprovação das contas
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
INSS Guia da Previdência Social GPS
Ministério da Previdência Social
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de pagamento 2100",GuiaGPS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Cedente sindicato código do beneficiário
Identificação do sujeito passivo [CNPJ]
Boleto de contribuição assistencial
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Documento de Arrecadação de Receitas Federais
Contribuição previdenciária CONTRPREV
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
IRRF - Rendimento do trabalho assalariado DCTFWeb",DCTFWEB,GuiaPagamento,synthetic
"Fundo de Garantia do Tempo de Serviço
Vencimento [DATE] valor total [MONEY]
Competência da guia FGTS Digital
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
GFD - Guia do FGTS Digital",FGTSDigital,GuiaPagamento,synthetic
"INSS Guia da Previdência Social GPS
Vencimento [DATE] valor total [MONEY]
Ministério da Previdência Social
Código de pagamento 2100
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Adiantamento Salarial
Identificação do sujeito passivo [CNPJ]
Adiantamento
Declaro ter recebido a importância líquida
Período de apuração [DATE] a [DATE]",Contracheque,Recibo,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Contribuição previdenciária CONTRPREV
Documento de Arrecadação de Receitas Federais
IRRF - Rendimento do trabalho assalariado DCTFWeb
Identificação do sujeito passivo [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Estado do Rio Grande Do Sul
Guia de Arrecadação - GA
Guia de Arrecadação",GARS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Demonstrativo de Resu1tado
Demonstração de Resu1tado",DREMensal,Relatorio,synthetic
"Documento de Arrecadação de Receitas Federais
DARF código da receita 2089
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DARF,GuiaPagamento,synthetic
"Guia de Arrecadação - GA
Período de apuração [DATE] a [DATE]
Guia de Arrecadação
Estado do Rio Grande Do Sul
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GARS,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Presentes os sócios na sede da sociedade
Ata de reunião pauta 1 aprovação das contas",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Sistema Público de Escrituração Digital SPED
Identificação do sujeito passivo [CNPJ]
EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234",SPEDFiscal,Recibo,synthetic
"Guia de Arrecadação - GA
1dentificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Estado do Rio Grande Do 5u1
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Guia de Arrecadação",GARS,GuiaPagamento,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
Sistema Público de Escrituração Digital SPED
EFD ICMS IPI número do recibo
Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]",SPEDFiscal,Recibo,synthetic
"GFD - Guia do FGTS Digital
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Competência da guia FGTS Digital
Fundo de Garantia do Tempo de Serviço",FGTSDigital,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstração de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222
Demonstrativo de Resultado
Identificação do sujeito passivo [CNPJ]",DREMensal,Relatorio,synthetic
"Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de pagamento 2100
Autenticação bancária 00000.00000 11111.111111 22222.222222
INSS Guia da Previdência Social GPS
Ministério da Previdência Social",GuiaGPS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Pedido de compra ordem 4521
Quantidade 10 unidades descrição material de escritório
Código de barras 85640000001234567890123456789012345678901234",Desconhecido,Desconhecido,synthetic
"Vencimento [DATE] valor total [MONEY]
Guia de recolhimento municipal
Código de barras 85640000001234567890123456789012345678901234
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Prefeitura de Porto Alegre
Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
Guia de recolhimento municipal",ISSPoa,GuiaPagamento,synthetic
"Demonstrativo de Resultado
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Demonstração de Resultado
Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]",DREMensal,Relatorio,synthetic
"Demonstração de Resultado
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstrativo de Resultado",DREMensal,Relatorio,synthetic
"Cedente sindicato código do beneficiário
Identificação do sujeito passivo [CNPJ]
Sindicato dos empregados contribuição confederativa
Período de apuração [DATE] a [DATE]
Boleto de contribuição assistencial
Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222",BoletoSindicato,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Demonstração de Resultado
Demonstrativo de Resultado",DREMensal,Relatorio,synthetic
